company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Vijayawada, Hyderabad, Ahmedabad",Postgraduate,"Azure Data Factory, Data warehouse, GIT, GITHub, ADF, Azure DevOps, ETL, communication",full-time,2419509.0,0-4,Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,0,4,2.0,Vijayawada,Data Engineer,>20 LPA,8,Junior
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Vijayawada, Hyderabad, Ahmedabad",Not Specified,"Azure Data Factory, Synapse analytics, GITHub, Data warehouse, ETL, Python, GIT, Data bricks",full-time,1915616.0,4-6,Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,4,6,5.0,Vijayawada,Data Engineer,15-20 LPA,8,Mid-Level
Emblaze Solutions,"Mumbai, Pune, Chennai, Coimbatore, Bengaluru, Trivandrum/Thiruvananthapuram",Undergraduate,"Hive, Hadoop, Spark, Linux, Python, Azure, Scala, Unix",contract,962829.0,4-6,Data Engineer / Spark Developer / Hive Developer / Hadoop Developer,4,6,5.0,Mumbai,Data Engineer,5-10 LPA,8,Mid-Level
Leuwint,"Hyderabad, Pune, Bengaluru",Undergraduate,"Unix, Python Text, Jenkins, CSV, HDFS, Python, Apache Beam, Scrum",full-time,1483497.0,2-4,NDH Ingestion - Data Engineer,2,4,3.0,Hyderabad,Data Engineer,10-15 LPA,8,Junior
"Hitachi Solutions, Ltd","Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,"Azure, Azure Data Factory, Spark Python, Data Modeling, Scala, Python, Power BI, Azure SQL Data Warehouse",contract,1562538.0,2-3,Azure Data Engineer,2,3,2.5,Hyderabad,Data Engineer,15-20 LPA,8,Junior
KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,"Pune, Chennai, Coimbatore, Bengaluru",Postgraduate,"Django, SCALA, Spark, Python, hive, Java, Data Engineering, oozie",full-time,1482131.0,4-5,Opportunities For Data Engineer,4,5,4.5,Pune,Data Engineer,10-15 LPA,8,Mid-Level
Central Business Solution,"Hyderabad, Gurugram, Bengaluru",Undergraduate,"Data Warehouse, Teradata, MS SQL Server, Cassandra, PostgreSQL, HBase, Data warehouses, Redis",full-time,1803835.0,6-7,Data Engineer,6,7,6.5,Hyderabad,Data Engineer,15-20 LPA,8,Senior
INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,"Hyderabad, Pune, Bengaluru",Not Specified,"big data, hive, python, java, pyspark, Hdfs",contract,1550225.0,6-7,Big Data Engineer,6,7,6.5,Hyderabad,Data Engineer,15-20 LPA,6,Senior
Ttec Digital Analytics India LLC,"Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,"Pyspark, Hive, Big Data, Python, SQL, Big Data Development, bash scripting, verbal",contract,1511292.0,6-7,Data Engineer - Python & Big Data,6,7,6.5,Hyderabad,Data Engineer,15-20 LPA,8,Senior
Altysys,"Bengaluru, Delhi NCR, Mumbai",Postgraduate,"Aws Lambda, Data Pipeline, ETL, Aws Glue, SQL, redshift, AWS, IT Skills",contract,1824524.0,6-8,Data Engineer,6,8,7.0,Bengaluru,Data Engineer,15-20 LPA,8,Senior
NSE.IT Ltd,Mumbai,Undergraduate,"NoSQL, Apache Spark, Python, Hadoop, Big Data, SQL, Hive, IT Skills",contract,,1-3,Data Engineer,1,3,2.0,Mumbai,Data Engineer,,8,Junior
Xpheno,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Postgraduate,"github, Version control, SQL database, spark, Cloud, power bi, Technical architecture, Analytics",full-time,1210157.0,3-6,Azure Data Engineer,3,6,4.5,Mumbai,Data Engineer,10-15 LPA,8,Mid-Level
Quantsys,"Bengaluru, Delhi NCR, Mumbai",Postgraduate,"MySQL, ETL, EXCEL, NIFI, Python, PostgreSQL, CSV, IT Skills",contract,1846427.0,2-4,Data Engineer,2,4,3.0,Bengaluru,Data Engineer,15-20 LPA,8,Junior
Leuwint,"Hyderabad, Pune, Bengaluru",Postgraduate,"GIT, XML, Schema, JSON, Informatica, Apache, JIRA, Unix shell scripting",contract,2096236.0,5-6,NDH Ingestion - Data Engineer,5,6,5.5,Hyderabad,Data Engineer,>20 LPA,8,Senior
Incline Infotech,"Pune, Bengaluru",Not Specified,"Java, Snowflake, MSSQL, Python, data modelling, Boomi, Tableau, debugging",Not Specified,930846.0,4-5,Python Data Engineer,4,5,4.5,Pune,Data Engineer,5-10 LPA,8,Mid-Level
Naukri Premium - Employer Services,"Gurugram, Bengaluru",Postgraduate,"Java, Hadoop, Big Data, Spark, Hadoop EcoSystem, IT Skills, Python, Cloud",full-time,1251149.0,1-4,Data Engineer,1,4,2.5,Gurugram,Data Engineer,10-15 LPA,8,Junior
Accenture,Pune,Undergraduate,"REST, Python, communication, analytical, Shell, data mining, MPP, Spark",contract,,5-7,Data Engineering Application Developer,5,7,6.0,Pune,Data Engineer,,8,Senior
Yatra Online Private Ltd,Delhi,Postgraduate,"NoSQL, Linux, Django, MySQL, System design, MongoDB, test driven development, SQL",contract,1683849.0,2-3,Data Engineer I ( SE - 1 ),2,3,2.5,Delhi,Data Engineer,15-20 LPA,8,Junior
Ciena,Pune,Postgraduate,"Scala, Docker, CI/CD, AWS, Python, Wireless, Java, WAN",contract,,7-8,Data engineer,7,8,7.5,Pune,Data Engineer,,8,Senior
EA Games (Electronic Arts),Hyderabad,Not Specified,"IT Skills, Java, Python, Machine Learning, AWS, XML, Agile, HTML",full-time,578878.0,3-5,Data Engineer I,3,5,4.0,Hyderabad,Data Engineer,5-10 LPA,8,Mid-Level
SALESFORCE,Hyderabad,Postgraduate,"Data analysis, Version control, data science, Data modeling, Artificial Intelligence, Machine learning, Engineering Manager, Data structures",Not Specified,1596466.0,5-7,Software Engineering SMTS- Data Intelligence,5,7,6.0,Hyderabad,Software Engineering SMTS- Data Intelligence,15-20 LPA,8,Senior
MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,Bengaluru,Not Specified,"Computer science, Personnel management, Programming, Data structures, System design, Hardware, Management",full-time,529837.0,0-6,Data Engineer,0,6,3.0,Bengaluru,Data Engineer,5-10 LPA,7,Junior
Saturam Infosystems Private Limited,Bengaluru,Postgraduate,"Airflow, Data Engineering, MySQL, Data Analysis, CI / CD, CI, GCS, Jenkins",full-time,2437585.0,5-7,Data Engineer,5,7,6.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
Bloom Consulting Services,Bengaluru,Not Specified,"advanced analytics, Data analysis, tableau, operations, Data management, Business Analyst, Data modeling, Analytical",Not Specified,1607063.0,7-8,Visualization and Data Engineer,7,8,7.5,Bengaluru,Data Engineer,15-20 LPA,8,Senior
Cytiva,Bengaluru,Postgraduate,"Python, SQL query, cloud data, APIs, Terraform, SQL, RunMyJobs, - driven",contract,788628.0,5-7,Data Engineer,5,7,6.0,Bengaluru,Data Engineer,5-10 LPA,8,Senior
CAI Info India Pvt Ltd.,Remote,Undergraduate,"Talend Big Data, data engineer, IT Skills, Java, Python, Data Science, Cloud, Big Data",full-time,2338426.0,4-7,Data Engineer with Talend/Big Data - For a 40-year-old MNC - CAI India,4,7,5.5,Remote,Data Engineer,>20 LPA,8,Senior
Naukri Premium - Employer Services,"Chennai, Bengaluru",Postgraduate,"Azure, Big Data, Java, GCP, Spark, Apache Spark, Kubernetes, Docker",contract,503904.0,3-6,Cloud Data Engineer,3,6,4.5,Chennai,Data Engineer,5-10 LPA,8,Mid-Level
Huquo Consulting Pvt. Ltd,Gurugram,Postgraduate,"Machine Learning, Analytics, Python, Logistic Regression, Decision Tree, Linear Regressions, MySQL, Data science",full-time,1387378.0,5-7,Analyst - Data Science - Python/Machine Learning/Analytics,5,7,6.0,Gurugram,Data Scientist,10-15 LPA,8,Senior
Envestnet,Bengaluru,Undergraduate,"Software Engineering, Scala, Hadoop, Big Data, Spark, Aws, Data Analytics, Python",contract,2337537.0,7-8,Big Data Engineer,7,8,7.5,Bengaluru,Data Engineer,>20 LPA,8,Senior
Envestnet,Bengaluru,Undergraduate,"Product Development, Java, Software Engineering, Scala, Hadoop, Big Data, Spark, Python",full-time,2249014.0,6-8,Big Data Engineer,6,8,7.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
zeotap,Bengaluru,Postgraduate,"Computer science, NoSQL, Coding, Information security, ISO 27001, OLAP, OLTP, Distribution system",contract,350784.0,7-8,Software Engineer - Data Engineering,7,8,7.5,Bengaluru,Data Engineer,<5 LPA,8,Senior
Moveworks,Bengaluru,Postgraduate,"HBase, MySQL, Postgres, IT Skills, Machine Learning, Cloud, Analytics",contract,490618.0,5-6,Software Engineer Data Platform,5,6,5.5,Bengaluru,Software Engineer Data Platform,<5 LPA,7,Senior
Federation of Indo Israeli Chambers of Commerce,Remote,Postgraduate,"Java, CI / CD, SQL queries, Python, data warehouse, BI, AWS, analytical",full-time,1515585.0,4-6,Data Engineer,4,6,5.0,Remote,Data Engineer,15-20 LPA,8,Mid-Level
SLICER SOLUTIONS (P) LTD.,Bengaluru,Undergraduate,"Postgresql, MS SQL Server, ETL, databases, Software Development, Linux, Stored Procedures, RDBMS",full-time,2346351.0,0-1,Data Engineer,0,1,0.5,Bengaluru,Data Engineer,>20 LPA,8,Fresher
Vision Beyond Resources India Private Limited,Bengaluru,Postgraduate,"aws glue, python, data analysis, apache, data modeling, spark, AWS, sql",full-time,1799815.0,3-4,Data Engineer,3,4,3.5,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Vision Beyond Resources India Private Limited,Bengaluru,Undergraduate,"aws glue, sql queries, python, data analysis, apache, data modeling, Big Data",Not Specified,596106.0,0-2,Data Engineer,0,2,1.0,Bengaluru,Data Engineer,5-10 LPA,7,Fresher
Andor Tech (India) Pvt Ltd,Bengaluru,Undergraduate,"spark, SCALA, sql, Hive, CI CD, postgresql",full-time,305770.0,1-3,Big Data Engineer,1,3,2.0,Bengaluru,Data Engineer,<5 LPA,6,Junior
CBA Services Private Limited,Bengaluru,Postgraduate,"BPO, troubleshooting, metadata, Data management, Coding, Analytical, Agile, Ab Initio",contract,2086598.0,2-4,Data Engineer,2,4,3.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
Aviation Indeed,Bengaluru,Postgraduate,"AWS, Python, EC2, Kafka, EMR, Dask, Big Data, Storm",contract,661034.0,5-6,Data Engineer - Python/AWS,5,6,5.5,Bengaluru,Data Engineer,5-10 LPA,8,Senior
Carbynetech India,"Hyderabad, Bengaluru",Not Specified,"Azure, ADB, communication, Data warehouse, Snowflake, written, azure cloud, ADF",contract,419988.0,4-6,Azure Data Engineer,4,6,5.0,Hyderabad,Data Engineer,<5 LPA,8,Mid-Level
RCPC,Bengaluru,Undergraduate,"data warehousing, SQL, Data Warehouse, SAP ERP, Azure SQL, Azure, IT Skills, SAP",full-time,1496593.0,4-7,Data Engineer,4,7,5.5,Bengaluru,Data Engineer,10-15 LPA,8,Senior
Neudesic Technologies,Bengaluru,Postgraduate,"pyspark, azure data factory, SQL DBs, Power BI, Azure Data Lake Gen2, Scala, CI / CD, Python",full-time,1242446.0,4-6,Azure Data Engineer,4,6,5.0,Bengaluru,Data Engineer,10-15 LPA,8,Mid-Level
Rakuten,Bengaluru,Undergraduate,"hadoop, hive, azure, pyhton, aws, IT Skills, Data Engineering, Data Migration",full-time,2170441.0,3-4,HIRING DATA ENGINEER,3,4,3.5,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Bigtapp Analytics,"Chennai, Bengaluru",Postgraduate,"Data Migration, DataOps, Datastage, Big Data, Data Ops, Data Warehousing, Informatica, Performance Tuning",contract,760591.0,5-6,ETL Data Engineer - Big Data/SSIS/Talend,5,6,5.5,Chennai,Data Engineer,5-10 LPA,8,Senior
ORMAE (Operations Research Machine learning & Analytics Experts LLP),Bengaluru,Undergraduate,"Spark, Apache Hadoop, Airflow, Redshift, RDS, Apache Spark, EMR, Java",contract,1695983.0,1-2,Data Engineer,1,2,1.5,Bengaluru,Data Engineer,15-20 LPA,8,Junior
Anicalls,Bengaluru,Undergraduate,"CICD, UNIX, verbal, Airflow, Netezza, Python, pyspark, AWS",full-time,950469.0,1-3,AWS Data Engineer,1,3,2.0,Bengaluru,Data Engineer,5-10 LPA,8,Junior
ACL Digital,Bengaluru,Undergraduate,"Informatica, Teradata, Python, Oracle, ETL, Spark, Scala, IT Skills",full-time,1221726.0,4-5,ETL Data Engineer,4,5,4.5,Bengaluru,Data Engineer,10-15 LPA,8,Mid-Level
MediBuddy,Bengaluru,Undergraduate,"Health insurance, Automation, Data migration, Data management, ISO, MySQL, Wellness, Monitoring",full-time,1538536.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,15-20 LPA,8,Senior
Glance IT Solution,Bengaluru,Postgraduate,"HDFS, Hive, NoSQL, communication, performance - oriented programming, Pig, Zookeeper, multi - threading",full-time,808393.0,1-5,SDE IV - Data Engineer,1,5,3.0,Bengaluru,Data Engineer,5-10 LPA,8,Junior
C1X Inc.,"Chennai, Bengaluru",Postgraduate,"process, development, UX, code, Service, Data processing, developing, HTML",contract,2005818.0,5-7,Data Engineer,5,7,6.0,Chennai,Data Engineer,>20 LPA,8,Senior
Fiddich,Bengaluru,Postgraduate,"Computer science, Automation, data domain, Data modeling, Analytical, Technical, Business intelligence, Data mining",full-time,1913611.0,0-2,Data Engineer,0,2,1.0,Bengaluru,Data Engineer,15-20 LPA,8,Fresher
Indium Software (India) Limited,"Hyderabad, Bengaluru",Postgraduate,"sql queries, hadoop, data engineering, presentation, Hive, ETL, communication, Presto",contract,2371841.0,7-8,Data Engineer,7,8,7.5,Hyderabad,Data Engineer,>20 LPA,8,Senior
NIVEUS SOLUTIONS PRIVATE LIMITED,"Mangaluru/Mangalore, Bengaluru, Mumbai",Undergraduate,"python, java, MongoDB, IT Skills, Machine Learning, Cloud, Javascript, AWS",full-time,,5-6,Opening For Customer Engineer- Data Vertical- Technical role,5,6,5.5,Mangaluru/Mangalore,Opening For Customer Engineer- Data Vertical- Technical role,,8,Senior
Winvest technology consultancy services Pvt Ltd,"Hyderabad, Chennai, Bengaluru",Undergraduate,"Engineering, Cloud, Java, Snowflake, NoSQL, ETL, Python, Relational",contract,1816776.0,7-8,Data Engineers,7,8,7.5,Hyderabad,Data Engineer,15-20 LPA,8,Senior
Kaizen SRA Technologies Pvt. Ltd.,"Hyderabad, Chennai, Bengaluru",Undergraduate,"Hive, Spark, Apache NiFi, Hadoop, Cassandra, HDFS, Big Data, MongoDB",full-time,390504.0,1-4,Big Data Engineer - Hive/Spark/Apache NiFi,1,4,2.5,Hyderabad,Data Engineer,<5 LPA,8,Junior
Roposo,Bengaluru,Postgraduate,"Computer science, SIDE, Interpersonal skills, Multithreading, Mobile phones, Hadoop, Programming, Open source",contract,1445634.0,0-1,SDE III - Data Engineer,0,1,0.5,Bengaluru,Data Engineer,10-15 LPA,8,Fresher
Roposo,Bengaluru,Undergraduate,"Computer science, SIDE, Interpersonal skills, Multithreading, Mobile phones, Hadoop, Programming, Open source",Not Specified,578970.0,1-4,SDE IV - Data Engineer,1,4,2.5,Bengaluru,Data Engineer,5-10 LPA,8,Junior
skypoint cloud,Bengaluru,Postgraduate,"Nosql, Data Factory, Azure Functions, Data Structures, Spark, Microservices, Python",contract,2392873.0,6-7,Azure Data Engineer,6,7,6.5,Bengaluru,Data Engineer,>20 LPA,7,Senior
Vision Beyond Resources India Private Limited,Bengaluru,Undergraduate,"Redshift Aws, Data Analysis, Data Modeling, AWS, SQL",Not Specified,2497657.0,2-5,Data Engineer,2,5,3.5,Bengaluru,Data Engineer,>20 LPA,5,Mid-Level
Glance IT Solution,Bengaluru,Postgraduate,"Computer science, SIDE, Interpersonal skills, Multithreading, Mobile phones, Hadoop, Programming, Open source",contract,612963.0,2-4,SDE III - Data Engineer,2,4,3.0,Bengaluru,Data Engineer,5-10 LPA,8,Junior
Torry Harris Business Solutions,Bengaluru,Postgraduate,"IT Skills, Oracle, Performance tuning, Coding, Analytical, Shell scripting, Agile, Workflow",contract,1270365.0,1-3,Big Data Engineer,1,3,2.0,Bengaluru,Data Engineer,10-15 LPA,8,Junior
UNEXT LEARNING PRIVATE LIMITED,Bengaluru,Undergraduate,"aws glue, Azure, spark, big data analytics, data governance, hadoop, emr, etl",contract,,0-4,Data Engineer,0,4,2.0,Bengaluru,Data Engineer,,8,Junior
Diverse Lynx,Bengaluru,Undergraduate,"communication, PostgreSQL, Data Warehouse, MySQL, MS SQL, Data warehouses, IT Skills, Architecture",full-time,1710400.0,7-8,GCP Data Engineer,7,8,7.5,Bengaluru,Data Engineer,15-20 LPA,8,Senior
Servian,Bengaluru,Undergraduate,"IT Skills, Python, Cloud, Azure, Training, Automation, Data migration, cloud security",full-time,1164151.0,6-7,Data Engineer - Azure,6,7,6.5,Bengaluru,Data Engineer,10-15 LPA,8,Senior
Servian,Bengaluru,Not Specified,"IT Skills, Python, Cloud, Training, Automation, Data migration, data security, Consulting",Not Specified,2496122.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,>20 LPA,8,Senior
DocsApp,Bengaluru,Not Specified,"Automation, Data migration, Data management, Consulting, MySQL, Healthcare, Wellness, Japanese",full-time,2169713.0,0-3,Data Engineer,0,3,1.5,Bengaluru,Data Engineer,>20 LPA,8,Junior
Gensler,Bengaluru,Postgraduate,"Computer science, Hospitality, Control system, Data processing, Wellness, Informatica, Business intelligence, Troubleshooting",contract,1108664.0,2-3,Data Engineer,2,3,2.5,Bengaluru,Data Engineer,10-15 LPA,8,Junior
Silicon Valley Bank,Bengaluru,Undergraduate,"Unix, Automation, Data modeling, XML, Data structures, J2Ee, Perl, Business intelligence",contract,2445134.0,0-6,Principal Data Engineer,0,6,3.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
GAMESKRAFT TECHNOLOGIES PRIVATE LIMITED,Bengaluru,Undergraduate,"Big Data, Kafka, Hadoop Spark",full-time,1874651.0,1-2,Data Engineer,1,2,1.5,Bengaluru,Data Engineer,15-20 LPA,3,Junior
RSB Global,Bengaluru,Postgraduate,"Html5, css, Javascript, React.Js",contract,1193962.0,7-8,Role: Data Engineer,7,8,7.5,Bengaluru,Data Engineer,10-15 LPA,4,Senior
Andor Tech (India) Pvt Ltd,Bengaluru,Postgraduate,"hive, SQL, Hadoop, scala, Spark, Oozie",full-time,,0-1,Big data Engineer,0,1,0.5,Bengaluru,Data Engineer,,6,Fresher
CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru,Postgraduate,"Data collection, OLAP, Data quality, Data analytics, Informatica, Oracle, Data mining, Pentaho",full-time,2079005.0,3-5,Data Engineer,3,5,4.0,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Simpl,Bengaluru,Undergraduate,"Computer science, Usage, neo4j, Focus, Finance, query, Credit underwriting, Data structures",contract,2273867.0,5-6,Data Engineer,5,6,5.5,Bengaluru,Data Engineer,>20 LPA,8,Senior
SKANDHA IT SERVICES PRIVATE LIMITED,"Hyderabad, Bengaluru",Postgraduate,"Azure Data Factory, Power BI, Spark, Azure Synapse Analytics, Azure Databricks, IT Skills, Azure, Azure Data Lake Store Gen 2",contract,2229435.0,0-2,"Power BI, Data Engineer",0,2,1.0,Hyderabad,Data Engineer,>20 LPA,8,Fresher
ParallelStack Sytems,Bengaluru,Postgraduate,"Wireless, Telecom, Linux, 3G, Data management, Packaging, Analytics, Monitoring",contract,2451660.0,4-5,Data Engineer,4,5,4.5,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Parallel Wireless,Bengaluru,Postgraduate,"Wireless, Telecom, Linux, 3G, Data management, Packaging, Analytics, Monitoring",full-time,2331580.0,6-8,Data Engineer,6,8,7.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
Palyon HR Services,Bengaluru,Postgraduate,"Business services, Web services, SOA, Senior management, XML, JSP, J2Ee, HR",contract,,7-8,Big Data Engineer,7,8,7.5,Bengaluru,Data Engineer,,8,Senior
Shell,Bengaluru,Undergraduate,"Unix, C++, Testing tools, Coding, CMS, Data structures, Perl, Windows",full-time,329850.0,5-6,Data Engineer,5,6,5.5,Bengaluru,Data Engineer,<5 LPA,8,Senior
Qoala,Bengaluru,Undergraduate,"CI / CD, machine learning, analytical, IT Skills, Analytical skills, Architecture, Compliance, Programming",contract,2057414.0,2-7,Data Engineer,2,7,4.5,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Shell,Bengaluru,Undergraduate,"ADF, ADLS, Databricks, Pyspark, ARM Templates, Data Engineering, Analysis Services, PySpark",contract,876632.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,5-10 LPA,8,Senior
Wissen Infotech,"Hyderabad, Bengaluru",Undergraduate,"Data Engineering, Spark, AWS, Lambda, S3, AWS Athena, EMR, Java",full-time,980373.0,0-6,A fabulous opportunity For AWS Data Engineer(L3)in a 22 years old MNC,0,6,3.0,Hyderabad,Data Engineer,5-10 LPA,8,Junior
Unusual Hire,Bengaluru,Not Specified,"Computer science, Data management, Data structures, OLAP, Data quality, Oracle, Business intelligence, OLTP",full-time,819515.0,5-6,Data Engineer,5,6,5.5,Bengaluru,Data Engineer,5-10 LPA,8,Senior
INITIATEFIRST INFORMATION SERVICES PRIVATE LIMITED,Bengaluru,Not Specified,"IT Skills, Python, Testing, Cloud, Azure, Data Engineer, Analytics, Sql",full-time,533876.0,1-6,Data Engineer,1,6,3.5,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
Seven Consultancy,Bengaluru,Postgraduate,"Computer science, Automation, Data analysis, Data management, Database design, Project management, Apache, Ruby",full-time,2173344.0,2-6,Cloud Data Engineer,2,6,4.0,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Shell,Chennai,Undergraduate,"SAP PM, Maintenance Engineering, Maintenance Management, Data Quality, Maximo, Plant Maintenance, Production, Chemical Engineering",full-time,2097271.0,0-2,Process Data Engineer,0,2,1.0,Chennai,Data Engineer,>20 LPA,8,Fresher
Class One Exchange.,"Chennai, Bengaluru",Postgraduate,"process, development, UX, code, Service, Data processing, developing, HTML",full-time,1244045.0,5-6,Data Engineer,5,6,5.5,Chennai,Data Engineer,10-15 LPA,8,Senior
Tarams Software Technologies,Bengaluru,Undergraduate,"Product engineering, tableau, query optimization, data science, Data modeling, PLSQL, Dms, Oracle",full-time,,2-4,Data Engineer,2,4,3.0,Bengaluru,Data Engineer,,8,Junior
PaveIT Solutions,Bengaluru,Undergraduate,"Azure, Spark, Big Data, Apache Hadoop, AWS Lambda, nosql, Data Lake, SQL",full-time,1764642.0,2-3,Big Data Engineer,2,3,2.5,Bengaluru,Data Engineer,15-20 LPA,8,Junior
Huquo Consulting Pvt. Ltd,Gurugram,Postgraduate,"Data Science, Logistic Regression, Decision Tree, data processing, Statistical Modeling, Random Forests, SVM, Data Analytics",full-time,2156485.0,3-4,Analyst - Data Science - Python/Machine Learning/Analytics,3,4,3.5,Gurugram,Data Scientist,>20 LPA,8,Mid-Level
jupiter,Bengaluru,Postgraduate,"Computer science, Object oriented design, data science, Machine learning, CMS, Data structures, HTML, Scheduling",full-time,2304910.0,3-4,Data Engineer,3,4,3.5,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Mindshare India Pvt Ltd,Gurugram,Postgraduate,"jQuery, Linux, Coding, XML, MySQL, Data structures, Perl, JSON",contract,1010180.0,5-6,Data Engineer,5,6,5.5,Gurugram,Data Engineer,10-15 LPA,8,Senior
Torry Harris Business Solutions,Bengaluru,Undergraduate,"MapReduce, Python, HBase, Sqoop, Hive, analytical, communication, Spark",contract,1302189.0,0-6,Big Data Engineer,0,6,3.0,Bengaluru,Data Engineer,10-15 LPA,8,Junior
Team4Progress,"Hyderabad, Bengaluru",Not Specified,"Computer science, Service delivery, RDBMS, Cloud, OLAP, Performance optimization, Deployment, big data",contract,1194212.0,7-8,Data Engineer,7,8,7.5,Hyderabad,Data Engineer,10-15 LPA,8,Senior
Multi Recruit,Bengaluru,Not Specified,"PLM, data cleansing, Electrical engineering, Change management, Data migration, Master data management, Database management, Application programming",full-time,2149125.0,3-5,Component Data Engineer,3,5,4.0,Bengaluru,Data Engineer,>20 LPA,8,Mid-Level
Harman Connected Services Corporation India Pvt.,Bengaluru,Not Specified,"Azure Data Factory, Hive, Power Bi, Hadoop, Big Data, Data Engineer, Informatica, Ssis",full-time,985292.0,3-4,Data Engineer,3,4,3.5,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
T2 Innovations,Chennai,Undergraduate,"Microstrategy, MS SQL, cassandra, Postgresql, MySQL, Data processing, MongoDB, Oracle",full-time,2226179.0,3-4,GCP Data Engineer,3,4,3.5,Chennai,Data Engineer,>20 LPA,8,Mid-Level
Novo Tree Minds,"Hyderabad, Bengaluru",Postgraduate,"data management, ETL, AWS, data infrastructure, Python, SQL",full-time,1340864.0,1-5,Data engineer,1,5,3.0,Hyderabad,Data Engineer,10-15 LPA,6,Junior
"Bloom Consulting Services, Inc.",Bengaluru,Not Specified,"Aws - S3, Hive, Hadoop, Data Engineer, Spark, Data Warehousing, Etl",contract,1999041.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,15-20 LPA,7,Senior
eNation Solutions Private Limited,Remote,Undergraduate,"Django, SQL, Python, data structures, Relational databases, json, REST services, matplotlib",full-time,2325804.0,2-4,WFH Data Engineer - Freelance/Contract,2,4,3.0,Remote,Data Engineer,>20 LPA,8,Junior
VEGA Intellisoft Private Limited,Bengaluru,Undergraduate,"R, Java, Data analytics, Data science, ML, Python, Big data, Advanced Analytics",full-time,646849.0,2-4,Software Engineer Data Science,2,4,3.0,Bengaluru,Data Scientist,5-10 LPA,8,Junior
VEGA Intellisoft Private Limited,Bengaluru,Postgraduate,"Python, Aws, Azure, Scala, Spark, SQS, Spark stack, analysis",contract,848267.0,5-6,Software Engineer Data Engineering,5,6,5.5,Bengaluru,Data Engineer,5-10 LPA,8,Senior
STATS PERFORM,Bengaluru,Postgraduate,"Vista, Computer vision, SAN, SAP, Data management, Development Manager, Management, Oracle",contract,1265973.0,6-7,Data Engineer,6,7,6.5,Bengaluru,Data Engineer,10-15 LPA,8,Senior
Streamhub,Bengaluru,Undergraduate,"Cloud computing, Architecture, GCP, Data modeling, Machine learning, MongoDB, big data, Analytics",contract,2050420.0,1-3,Data Engineer,1,3,2.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Postgraduate,big data,contract,399273.0,7-8,Big Data Engineer | 7 Eleven,7,8,7.5,Bengaluru,Data Engineer,<5 LPA,1,Senior
Techstar Software Development India Pvt. Ltd.,Bengaluru,Postgraduate,"Hive, Sqoop, Hadoop, IT Skills, Python, Testing, DevOps, Data Ingestion",full-time,2130564.0,2-4,Data Engineer - Hadoop Platform,2,4,3.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
CoinSwitch Kuber,Bengaluru,Not Specified,"Data Validation, Aws Lambda, Data Pipeline, Scala, Hadoop, Big Data, Spark, Data Analytics",contract,2231700.0,1-2,Data Engineer,1,2,1.5,Bengaluru,Data Engineer,>20 LPA,8,Junior
Minions Ventures,Bengaluru,Undergraduate,"Apache, Data Integration, Nifi, S3, Parquet, ERP, Azure, TAT",contract,1632005.0,4-5,Data Integration Engineer,4,5,4.5,Bengaluru,Data Integration Engineer,15-20 LPA,8,Mid-Level
Minions Ventures,Bengaluru,Undergraduate,"Apache Nifi, Data Integration, SQL, XLSX, JMS, REST, ODBC, Data Integration Engineer",full-time,,3-5,Data Integration Engineer,3,5,4.0,Bengaluru,Data Integration Engineer,,8,Mid-Level
